diag_stamp,log_stamp,detected,true_available,true_x,true_y,true_yaw,state_available,state_x,state_y,state_yaw,state_pos_error,state_yaw_error_deg,obs_u,obs_v,obs_yaw,obs_yaw_error_deg,pixel_pose_available,pixel_pose_stamp,pixel_pose_u,pixel_pose_v,pixel_pose_yaw,pixel_pose_age_s,u_red,v_red,red_area_px,u_blue,v_blue,blue_area_px,separation_px,border_margin_px,perception_backend,seed
6.634,6.636,1,1,-3.9999999999959317,-1.6719639240688655e-23,-4.891722674576346e-12,0,nan,nan,nan,nan,nan,325.7452694671414,374.30358443962695,-4.891722674576346e-12,0.0,1,6.635,325.7452694671414,374.30358443962695,-4.891722674576346e-12,-0.0009999999999994458,nan,nan,nan,nan,nan,nan,nan,325.7452694671414,homography,0
6.654,6.655,1,1,-3.9999999999959317,-1.6719643423172402e-23,-4.891722782016755e-12,0,nan,nan,nan,nan,nan,325.7452694671414,374.30358443962695,-4.891722782016755e-12,0.0,1,6.654,325.7452694671414,374.30358443962695,-4.891722782016755e-12,0.0,nan,nan,nan,nan,nan,nan,nan,325.7452694671414,homography,0
6.674,6.6770000000000005,1,1,-3.9999999999959317,-1.6719646232181713e-23,-4.891722863074887e-12,1,-3.9999999999959326,1.107958935620287e-14,-4.891722782016755e-12,1.1115132098981036e-14,4.644288853608414e-18,325.7452694671414,374.30358443962695,-4.891722863074887e-12,0.0,1,6.675,325.7452694671414,374.30358443962695,-4.891722863074887e-12,-0.0009999999999994458,nan,nan,nan,nan,nan,nan,nan,325.7452694671414,homography,0
6.694,6.694000000000001,1,1,-3.9999999999959317,-1.671964812302141e-23,-4.891722923910808e-12,1,-3.9999999999959326,1.107958935620287e-14,-4.891722863074887e-12,1.1115132098981038e-14,3.4856415423476264e-18,325.7452694671414,374.30358443962695,-4.891722923910808e-12,0.0,1,6.694,325.7452694671414,374.30358443962695,-4.891722923910808e-12,0.0,nan,nan,nan,nan,nan,nan,nan,325.7452694671414,homography,0
6.714,6.720000000000001,1,1,-3.9999999999959317,-1.6719649392575782e-23,-4.891722959519707e-12,1,-3.9999999999959326,1.107958935620287e-14,-4.891722923910808e-12,1.111513209898104e-14,2.040239633816033e-18,325.7452694671414,374.30358443962695,-4.891722959519707e-12,0.0,1,6.716,325.7452694671414,374.30358443962695,-4.891722959519707e-12,-0.0019999999999997797,nan,nan,nan,nan,nan,nan,nan,325.7452694671414,homography,0
6.734,6.738,1,1,-3.9999999999959317,-1.6719650250365198e-23,-4.891722985506254e-12,1,-3.9999999999959326,1.107958935620287e-14,-4.891722959519707e-12,1.111513209898104e-14,1.488919466567083e-18,325.7452694671414,374.30358443962695,-4.891722985506254e-12,0.0,1,6.735,325.7452694671414,374.30358443962695,-4.891722985506254e-12,-0.001000000000000334,nan,nan,nan,nan,nan,nan,nan,325.7452694671414,homography,0
6.754,6.757000000000001,1,1,-3.9999999999959317,-1.6719650831071206e-23,-4.891723010585981e-12,1,-3.9999999999959326,1.107958935620287e-14,-4.891722985506254e-12,1.1115132098981041e-14,1.4369624979040924e-18,325.7452694671414,374.30358443962695,-4.891723010585981e-12,0.0,1,6.755,325.7452694671414,374.30358443962695,-4.891723010585981e-12,-0.001000000000000334,nan,nan,nan,nan,nan,nan,nan,325.7452694671414,homography,0
6.774,6.7780000000000005,1,1,-3.9999999999959317,-1.6719651223051115e-23,-4.891723027067422e-12,1,-3.9999999999959326,1.107958935620287e-14,-4.891723010585981e-12,1.1115132098981041e-14,9.443170225985329e-19,325.7452694671414,374.30358443962695,-4.891723027067422e-12,0.0,1,6.777,325.7452694671414,374.30358443962695,-4.891723027067422e-12,-0.0030000000000001137,nan,nan,nan,nan,nan,nan,nan,325.7452694671414,homography,0
6.7940000000000005,6.795000000000001,1,1,-3.9999999999959317,-1.6719651493125565e-23,-4.891723037896177e-12,1,-3.9999999999959326,1.107958935620287e-14,-4.891723027067422e-12,1.1115132098981041e-14,6.20441940825582e-19,325.7452694671414,374.30358443962695,-4.891723037896177e-12,0.0,1,6.7940000000000005,325.7452694671414,374.30358443962695,-4.891723037896177e-12,0.0,nan,nan,nan,nan,nan,nan,nan,325.7452694671414,homography,0
6.814,6.815,1,1,-3.9999999999959317,-1.6719651676663188e-23,-4.891723039889835e-12,1,-3.9999999999959326,1.107958935620287e-14,-4.891723037896177e-12,1.1115132098981041e-14,1.1422818628398413e-19,325.7452694671414,374.30358443962695,-4.891723039889835e-12,0.0,1,6.814,325.7452694671414,374.30358443962695,-4.891723039889835e-12,0.0,nan,nan,nan,nan,nan,nan,nan,325.7452694671414,homography,0
